country,country_long,currency,capital_city,region,continent,demonym,latitude,longitude,agricultural_land,forest_area,land_area,rural_land,urban_land,central_government_debt_pct_gdp,expense_pct_gdp,gdp,inflation,self_employed_pct,tax_revenue_pct_gdp,unemployment_pct,vulnerable_employment_pct,electricity_access_pct,alternative_nuclear_energy_pct,electricty_production_coal_pct,electricty_production_hydroelectric_pct,electricty_production_gas_pct,electricty_production_nuclear_pct,electricty_production_oil_pct,electricty_production_renewable_pct,energy_imports_pct,fossil_energy_consumption_pct,renewable_energy_consumption_pct,co2_emissions,methane_emissions,nitrous_oxide_emissions,greenhouse_other_emissions,urban_population_under_5m,health_expenditure_pct_gdp,health_expenditure_capita,hospital_beds,hiv_incidence,suicide_rate,armed_forces,internally_displaced_persons,military_expenditure_pct_gdp,birth_rate,death_rate,fertility_rate,internet_pct,life_expectancy,net_migration,population_female,population_male,population,women_parliament_seats_pct,rural_population,urban_population,press,democracy_score,democracy_type,median_age,political_leader,title
Peru,Republic of Peru,Peruvian new sol,Lima,South America,Americas,Peruvian,-10.0,-76.0,244783.0,723304.0,1280000.0,1281200.0,3457.87,35.6606,23.1134,242632000000.0,8.33371,55.3525,16.1102,3.661,52.5981,95.6,7.18232,0.839361,49.1409,45.027,0.0,1.40308,3.58956,-14.8996,79.5557,31.62,46578.9,31679.8,10200.5,-112.878,0.391035,6.30416,388.546,1.59,0.17,2.8,158000.0,73000,1.11516,17.622,7.988,2.192,71.1078,72.0,68012,17192503,16857086,34049588,40.0,7249838,26799750,2.59,6.6,Flawed democracy,24.4,Martín Vizcarra,President
Philippines,Republic of the Philippines,Philippine peso,Manila,South-Eastern Asia,Asia,Filipino,13.0,122.0,126750.0,71885.9,298170.0,282120.0,12151.5,43.4263,19.1392,404284000000.0,5.82116,36.675,14.13,2.238,34.1756,97.49,2.90636,44.5148,10.5141,22.9066,0.0,7.14208,14.8993,45.768,62.4349,29.06,133471.0,65722.0,14455.8,4267.34,5.93585,5.60675,193.79,0.99,0.19,2.2,155000.0,102000,1.03785,21.813,7.311,2.748,52.6757,69.0,-80125,56879731,58679278,115559009,27.3312,60117263,55441746,1.78,6.71,Flawed democracy,20.8,Rodrigo Duterte,President
Poland,Republic of Poland,Polish zloty,Warsaw,Eastern Europe,Europe,Polish,52.0,20.0,144610.0,94830.0,306130.0,293194.0,14773.8,60.4544,37.5378,688177000000.0,14.4295,19.7947,19.2053,2.602,15.844,100.0,1.14302,80.9062,1.11476,3.88643,0.0,1.28878,12.6876,28.5464,90.2914,16.14,279224.0,29540.4,22864.4,12110.3,1.05831,6.59315,1183.05,6.54,,11.3,189000.0,,2.12041,8.8,13.8,1.33,85.3749,76.0,-2968,19377247,18184352,37561599,28.2609,14974307,22587292,2.71,6.67,Flawed democracy,36.3,Mateusz Morawiecki,Prime Minister
Portugal,Portuguese Republic,Euro,Lisbon,Southern Europe,Europe,Portuguese,39.5,-8.0,38727.8,33120.0,91605.6,87685.7,4165.15,5.6574,42.8163,251945000000.0,7.83269,14.957,22.1405,5.781,9.90072,100.0,8.04425,28.7182,16.8873,20.5963,0.0,2.55845,30.639,76.8606,77.0241,31.21,38973.5,11383.2,3092.14,1697.16,0.806068,11.2108,2720.29,3.45,0.07,11.5,52000.0,,2.07276,7.7,12.1,1.38,82.309,81.0,27295,5481814,4897193,10379007,36.9565,3385528,6993479,6.19,7.84,Flawed democracy,41.4,António Costa,Prime Minister
Qatar,State of Qatar,Qatari riyal,Doha,Western Asia,Asia,Qatari,25.5,51.25,740.0,0.0,11490.0,10591.2,678.053,,,237296000000.0,4.99528,0.3774,,0.095,0.0496791,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-398.991,99.995,0.06,87578.3,30708.4,602.919,-13100.1,5.86989,4.18304,2188.38,1.25,0.07,5.8,22000.0,,4.80681,9.816,1.311,1.801,100.0,79.0,-30801,740889,1954233,2695122,4.44444,18381,2676741,1.84,3.19,Authoritarian,29.6,Sheikh Tamim bin Hamad Al Thani,Emir
Romania,Romania,New Romanian leu,Bucharest,Eastern Europe,Europe,Romanian,46.0,25.0,135910.0,69290.5,230080.0,229906.0,5124.83,55.6512,36.9492,301262000000.0,13.7955,15.4803,14.9851,5.436,13.9253,100.0,14.5155,27.6387,25.2313,14.238,17.9074,0.719032,14.5156,16.7755,72.5237,24.06,68664.0,16459.0,9151.86,-5670.82,0.246959,6.27236,809.589,6.89,0.04,9.7,126000.0,,1.95392,9.3,17.5,1.8,83.5904,73.0,-12724,9787040,9169625,18956666,19.0909,8627368,10329298,3.05,6.38,Flawed democracy,37.4,Klaus Iohannis,President
Russia,Russian Federation,Russian ruble,Moscow,Eastern Europe,Europe,Russian,60.0,100.0,2154940.0,8153120.0,16376900.0,16224200.0,52887.0,20.9405,30.6537,2240420000000.0,6.69446,6.59666,11.6476,4.72,5.24737,100.0,8.15652,14.8217,15.7648,49.7126,17.0151,0.946958,0.0910266,-83.6705,92.1429,3.72,1618270.0,617227.0,69231.1,-102409.0,0.697416,7.59624,773.878,7.12,,25.1,1454000.0,7500,4.08007,9.6,16.7,1.493,88.2138,69.0,320617,76884903,66670833,143555736,16.2222,35708054,107847682,1.55,2.94,Authoritarian,35.0,Vladimir Putin,President
Rwanda,Republic of Rwanda,Rwandan franc,Kigali,Eastern Africa,Africa,Rwandan,-2.0,30.0,18117.0,2760.0,24670.0,22337.3,1506.23,48.429,21.533,13312800000.0,17.6892,66.3875,15.0766,13.009,66.3376,48.7004,,,,,,,,,,81.39,1382.0,2680.92,2006.21,-173.087,0.0,7.31562,57.4953,1.6,0.34,5.6,35000.0,,1.54532,29.976,6.28,3.821,30.4618,66.0,-6112,7035658,6741039,13776698,61.25,11335329,2441369,1.49,3.35,Authoritarian,15.2,Paul Kagame,President
Samoa,Samoa,Samoan tala,Apia,Polynesia,Oceania,Samoan,-13.58333333,-172.33333333,494.1,1616.7,2780.0,2817.36,46.6826,,35.0829,832422000.0,10.9619,30.7737,25.0245,10.313,28.0674,98.3,,,,,,,,,0.0,37.57,206.5,267.324,50.4944,130.061,1.38843,5.32614,202.434,1.0,,12.6,,,,27.254,5.343,3.93,78.2457,73.0,-882,109007,113375,222382,12.963,183207,39175,4.28,0.0,Unknown,16.7,Tuilaepa Aiono Sailele Malielegaoi,Prime Minister
San Marino,Republic of San Marino,Euro,City of San Marino,Southern Europe,Europe,Sammarinese,43.76666666,12.41666666,23.0,10.0,60.0,36.0005,22.0137,95.1201,44.0741,1855380000.0,1.04598,,17.296,,,100.0,,,,,,,,,,,,,,,0.0,8.69089,3937.66,3.8,,,,,,6.2,9.1,1.26,74.8623,,41,17281,16380,33660,33.3333,763,32897,0.0,0.0,Unknown,42.7,Alessandro Mancini,Captain Regent
São Tomé and Principe,Democratic Republic of São Tomé and Principe,São Tomé and Principe dobra,São Tomé,Middle Africa,Africa,Sao Tomean,1.0,7.0,440.0,519.0,960.0,994.166,10.2501,,,546680000.0,18.0056,61.6325,,15.318,59.4296,78.4511,,,,,,,,,0.0,40.75,141.1,11.5961,17.4342,73.815,1.55447,4.90671,106.924,2.9,0.05,1.5,1000.0,,,28.263,6.387,3.823,51.2041,68.0,-792,113972,113407,227380,14.5455,55128,172252,0.0,0.0,Unknown,14.6,Evaristo Carvalho,President
Saudi Arabia,Kingdom of Saudi Arabia,Saudi Arabian riyal,Riyadh,Western Asia,Asia,Saudi Arabian,25.0,45.0,1735960.0,9770.0,2149690.0,1908960.0,7756.63,,33.4353,1108150000000.0,2.47407,6.77709,8.23747,5.635,3.12241,100.0,4.028e-05,0.0,0.0,55.8037,0.0,20.4063,0.000295564,-191.524,99.928,0.06,513556.0,102631.0,8249.2,98710.6,2.52384,5.53687,1291.13,2.24,,6.0,252000.0,,6.59448,17.473,2.864,2.427,100.0,77.0,-153883,15429586,20979233,36408820,19.8675,5559991,30848829,1.19,1.93,Authoritarian,26.2,Salman,King
Senegal,Republic of Senegal,West African CFA franc,Dakar,Western Africa,Africa,Senegalese,14.0,-14.0,88780.0,80681.6,192530.0,194449.0,1566.4,,19.5545,27684400000.0,9.69682,66.5189,17.5194,3.434,64.6074,67.9753,0.609517,0.0,8.64728,4.17193,0.0,83.6157,1.76991,52.6925,53.9091,38.64,10680.2,11762.8,6023.25,2962.71,4.81548,5.15119,76.78,0.3,0.1,6.0,19000.0,8400,1.75791,32.573,5.922,4.387,58.0548,67.0,-10091,8800406,8516043,17316449,44.2424,8816497,8499952,3.03,6.15,Flawed democracy,14.0,Macky Sall,President
Serbia,Republic of Serbia,New Serbian dinar,Belgrade,Southern Europe,Europe,Serbian,44.0,21.0,35040.0,27226.5,87460.0,74452.6,2323.39,,39.5376,63501800000.0,11.9815,22.9365,20.6203,9.473,19.5309,100.0,5.65491,72.4298,26.8121,0.579864,0.0,0.074478,0.0930975,28.7815,83.8713,26.01,46324.3,11734.8,4373.7,,0.0,8.73162,672.327,5.61,0.02,11.4,32000.0,195000,2.0865,9.1,20.0,1.48,81.1659,73.0,243,3519916,3240171,6760087,36.5546,2915423,3844664,2.51,6.41,Flawed democracy,39.0,Ana Brnabić,Prime Minister
Seychelles,Republic of Seychelles,Seychelles rupee,Victoria,Eastern Africa,Africa,Seychellois,-4.58333333,55.66666666,15.5,337.0,460.0,475.174,13.3675,62.706,35.1546,1588410000.0,8.27686,,32.4802,,,100.0,,,,,,,,,0.0,1.75,598.7,94.6962,4.03916,80.3074,13.2625,6.38917,726.908,3.6,,8.1,0.0,,1.46861,16.8,9.3,2.46,81.5931,73.0,146,47382,52679,100060,22.8571,41629,58431,2.66,0.0,Unknown,28.8,Danny Faure,President
Sierra Leone,Republic of Sierra Leone,Sierra Leonean leone,Freetown,Western Africa,Africa,Sierra Leonean,8.5,-11.5,39490.0,25348.8,72180.0,71910.8,713.581,,,3970340000.0,27.2083,90.9712,,3.635,88.1025,27.494,,,,,,,,,,71.17,1048.0,3591.09,1129.53,-182.332,1.18717,8.75637,43.2068,0.4,0.5,6.7,9000.0,3000,0.609066,31.36,9.113,3.978,18.0,60.0,-1544,4293526,4312192,8605718,12.3288,4833746,3771972,2.58,4.66,Hybrid regime,15.1,Julius Maada Bio,President
Singapore,Republic of Singapore,Singapore dollar,Singapore,South-Eastern Asia,Asia,Singaporean,1.36666666,103.8,6.6,155.7,718.0,210.163,454.084,153.796,16.7741,466789000000.0,6.12106,12.5483,13.1247,2.758,8.47321,100.0,0.192789,1.19607,0.0,95.0293,0.0,0.698205,1.82089,97.682,90.5789,0.92,43705.0,4347.65,10311.5,2728.24,0.656567,6.05388,3537.0,2.49,0.01,11.2,59000.0,,2.97823,8.6,5.8,1.12,91.0994,83.0,19321,2689047,2947974,5637022,29.1262,0,5637022,1.52,6.38,Flawed democracy,38.3,Lee Hsien Loong,Prime Minister
Slovak Republic,Slovak Republic,Euro,Bratislava,Eastern Europe,Europe,Slovak,48.66666666,19.5,18830.0,19259.0,48080.0,46876.4,1805.39,79.2548,43.2122,115469000000.0,12.7741,14.803,19.2891,6.094,11.8716,100.0,27.4678,12.5113,14.5164,6.02283,56.8714,1.44187,8.16311,60.6511,64.0915,17.64,29035.8,4410.3,2031.69,-4627.24,0.0,7.23213,1393.62,5.7,0.02,12.1,16000.0,,1.70582,10.4,13.5,1.64,88.9256,75.0,1746,2777654,2654098,5431752,21.3333,2503549,2928203,3.32,7.1,Flawed democracy,36.0,,
Slovenia,Republic of Slovenia,Euro,Ljubljana,Southern Europe,Europe,Slovene,46.11666666,14.81666666,6104.9,12378.3,20136.4,19401.5,804.812,,43.1423,62117800000.0,8.8337,13.6159,18.2955,4.18,10.1838,100.0,28.2258,29.5944,25.7002,2.7266,38.1184,0.114733,3.69171,48.5431,61.1142,22.4,12477.3,1697.14,807.891,-402.601,1.26875,9.15498,2670.84,4.43,0.01,19.8,7000.0,,1.21808,9.0,11.0,1.64,89.004,81.0,4568,1048703,1060028,2108732,40.0,933093,1175639,3.51,7.5,Flawed democracy,39.5,Janez Janša,Prime Minister
Solomon Islands,Solomon Islands,Solomon Islands dollar,Honiara,Melanesia,Oceania,Solomon Islander,-8.0,159.0,1170.0,25229.7,27990.0,28414.5,37.8335,11.4639,29.957,1595710000.0,5.51813,63.8008,20.6681,1.543,62.8595,76.3475,,,,,,,,,0.0,49.08,223.3,416.003,23.2775,108.252,1.79786,4.43218,99.1282,1.4,,14.7,,1000,,29.785,5.028,3.983,36.132,70.0,-808,354373,369899,724273,8.0,538975,185298,0.0,0.0,Unknown,15.4,Manasseh Sogavare,Prime Minister
Somalia,Somali Democratic Republic,Somali shilling,Mogadishu,Eastern Africa,Africa,Somali,10.0,49.0,441250.0,59800.0,627340.0,635102.0,1451.27,,0.000266654,8126110000.0,,89.6089,7.87151e-05,20.047,88.4827,49.324,,,,,,,,,,95.37,660.4,18752.1,6548.95,-368.442,2.67832,,,0.87,,7.9,20000.0,3864000,1.52999,43.561,11.596,6.312,2.00405,55.0,-17071,8775069,8822442,17597511,19.708,9269665,8327846,1.37,0.0,Unknown,11.3,Hassan Ali Khayre,Prime Minister
South Africa,Republic of South Africa,South African rand,Pretoria,Southern Africa,Africa,South African,-29.0,24.0,963410.0,170501.0,1213090.0,1204430.0,15118.7,75.6173,34.25,405870000000.0,7.03973,16.5179,25.9158,29.806,10.4663,89.3,2.66495,92.7112,0.324638,0.0,5.5293,0.0741683,1.9304,-14.4836,86.7914,9.76,393242.0,72213.2,17993.0,49022.2,0.114057,8.5833,489.644,2.3,4.19,23.5,90000.0,,0.897253,19.821,11.432,2.374,72.3105,62.0,10934,30725879,29168006,59893885,46.5,18965399,40928486,3.52,7.24,Flawed democracy,23.3,Cyril Ramaphosa,President
South Sudan,Republic of South Sudan,South Sudanese Pound,Juba,Middle Africa,Africa,South Sudanese,7.0,30.0,282510.0,71570.0,631930.0,623625.0,666.355,,,11997800000.0,-6.68732,91.2784,,12.975,89.9343,7.74776,0.0245633,0.0,0.0,0.0,0.0,99.3939,0.606061,-1058.12,72.2226,33.22,1742.7,32385.9,21818.3,,0.0,5.25356,33.2344,,1.27,3.9,185000.0,1475000,2.36822,29.107,11.05,4.469,6.5,55.0,-31885,5508626,5404538,10913164,32.3636,8638206,2274958,1.71,0.0,Unknown,12.5,Salva Kiir Mayardit,President
Spain,Kingdom of Spain,Euro,Madrid,Southern Europe,Europe,Spanish,40.0,-4.0,261426.0,185722.0,499557.0,488926.0,15655.1,135.819,39.5232,1397510000000.0,8.39058,15.8911,15.225,13.009,11.1425,100.0,19.9754,18.9624,10.1299,18.8983,20.6187,6.20644,24.82,71.4327,72.9555,19.35,202706.0,39703.2,20960.4,4827.68,3.37222,10.7137,2900.65,2.97,0.08,7.7,199000.0,,1.37078,7.1,9.5,1.19,93.9,83.0,275022,24278328,23336706,47615034,42.9799,8902107,38712927,3.56,8.08,Full democracy,40.3,Pedro Sánchez,President
Sri Lanka,Democratic Socialist Republic of Sri Lanka,Sri Lankan rupee,Colombo,Southern Asia,Asia,Sri Lankan,7.0,81.0,28120.0,21130.2,61860.0,61386.1,3627.83,73.5127,17.4792,74403600000.0,49.7211,40.4525,7.37503,6.705,37.8501,100.0,3.43447,33.7051,45.2814,0.0,0.0,17.8198,3.19375,50.2685,50.5456,49.32,21846.3,8377.67,3157.2,4415.31,2.37043,4.06585,151.056,4.15,0.01,14.0,317000.0,12000,1.87554,14.019,7.36,1.99,66.6815,76.0,-92400,11498234,10682766,22181000,5.33333,17960843,4220157,1.97,6.19,Flawed democracy,28.8,Gotabaya Rajapaksa,President
St. Kitts and Nevis,St. Kitts and Nevis,East Caribbean dollar,Basseterre,Caribbean,Americas,Kittian and Nevisian,17.33333333,-62.75,60.0,110.0,260.0,253.87,11.7396,57.6023,26.7313,961563000.0,2.66739,,15.0322,,,100.0,,,,,,,,,0.0,1.38,231.0,82.0708,6.98647,46.9644,2.96153,5.36557,1104.94,2.3,,,,,,12.125,10.181,1.531,79.4731,72.0,-90,24646,23011,47657,31.25,32888,14769,0.0,0.0,Unknown,30.4,,
St. Lucia,St. Lucia,East Caribbean dollar,Castries,Caribbean,Americas,Saint Lucian,13.88333333,-60.96666666,99.4,207.7,610.0,544.616,72.5737,45.8575,17.6268,2065030000.0,6.37815,28.456,18.2415,17.362,23.9703,100.0,,,,,,,,,0.0,9.66,499.2,272.86,27.3773,-218.182,1.88663,6.73803,607.753,1.3,,7.9,,,,11.49,10.299,1.399,78.0956,71.0,0,90909,88948,179857,11.1111,145594,34263,0.0,0.0,Unknown,29.5,,
St. Vincent and the Grenadines,St. Vincent and the Grenadines,East Caribbean dollar,Kingstown,Caribbean,Americas,Saint Vincentian,13.25,-61.2,70.0,285.4,390.0,329.127,68.7626,53.6982,24.7316,948559000.0,5.6601,25.3259,23.7996,18.975,20.608,100.0,,,,,,,,,0.0,5.01,219.8,67.7762,9.93771,-92.4137,1.34755,4.81775,401.61,2.4,,1.0,,,,12.901,13.425,1.797,84.9128,70.0,-379,51020,52928,103948,18.1818,47946,56002,0.0,0.0,Unknown,29.1,,
Sudan,Republic of the Sudan,Sudanese pound,Khartoum,Northern Africa,Africa,Sudanese,15.0,30.0,694058.0,183596.0,1868000.0,1859900.0,3789.64,8.65873,9.72624,51662200000.0,138.808,52.2788,7.39027,18.73,47.5517,61.7677,4.36539,0.0,64.5359,0.0,0.0,22.6182,0.0,-8.99308,31.7265,62.13,20796.1,55887.4,29300.7,2266.35,0.416263,3.01748,23.3945,0.74,0.07,3.8,124000.0,3553000,1.01645,33.596,6.799,4.457,28.4,65.0,-15223,23454198,23420005,46874204,30.5164,30020115,16854089,1.08,2.15,Authoritarian,14.5,Abdel Fattah al-Burhan,Leader of the Sovereignty Council
Suriname,Republic of Suriname,Suriname dollar,Paramaribo,South America,Americas,Surinamer,4.0,-56.0,840.0,151963.0,156000.0,145003.0,261.395,,,3620660000.0,52.446,21.7737,,8.639,18.5524,98.8233,15.1876,0.0,60.0531,0.0,0.0,39.9469,0.0,-43.7598,76.2535,14.66,2601.32,1415.67,178.09,237.067,53.484,6.77188,459.563,3.0,0.71,25.4,2000.0,,,18.154,8.667,2.348,65.9398,70.0,-492,310416,307625,618040,29.4118,208236,409804,4.77,6.98,Flawed democracy,24.1,Dési Bouterse,President
Sweden,Kingdom of Sweden,Swedish krona,Stockholm,Northern Europe,Europe,Swedish,62.0,15.0,30055.4,279800.0,407284.0,411134.0,4064.23,40.6607,32.9924,585939000000.0,8.36929,10.5269,27.3368,7.358,7.03763,100.0,43.2411,0.666951,46.5087,0.262457,34.7364,0.155622,16.754,24.6521,25.1171,58.4,33576.1,4792.09,6381.07,-4904.42,3.39593,11.2799,6914.91,2.14,,14.7,15000.0,,1.27685,11.0,8.8,1.67,88.3078,83.0,80097,5201777,5285164,10486941,46.4183,1206837,9280104,9.41,9.39,Full democracy,35.6,Stefan Löfven,Prime Minister
Switzerland,Switzerland,Swiss franc,Bern,Western Europe,Europe,Swiss,47.0,8.0,15042.1,12691.1,39516.0,34763.6,4016.82,20.3046,19.3169,807706000000.0,2.83503,15.0137,10.2547,4.202,9.89874,100.0,39.8865,0.0,57.8816,1.00156,34.932,0.0680818,4.31638,50.089,50.1682,26.37,34916.1,4975.24,2396.71,1473.07,0.0,11.7964,10309.8,4.63,0.03,14.5,20000.0,,0.711643,10.3,8.2,1.52,95.57,84.0,23872,4414771,4354970,8769741,41.5,2272064,6497677,7.43,9.03,Full democracy,38.1,Simonetta Sommaruga,President
Syrian Arab Republic,Syrian Arab Republic,Syrian pound,Damascus,Western Asia,Asia,Syrian,35.0,38.0,139210.0,5220.8,183630.0,180423.0,5092.25,,,11159300000.0,36.7023,39.5933,,9.61,37.7407,88.8245,1.35083,0.0,2.30971,68.6259,0.0,29.0644,0.0,47.8337,97.7918,1.08,25234.6,15963.7,3263.59,-9394.7,0.313801,3.0472,63.137,1.4,,2.0,269000.0,6865000,4.05614,20.111,5.117,2.747,35.78,72.0,212187,11046621,11078628,22125249,11.2,9564966,12560283,1.09,1.43,Authoritarian,17.7,Bashar al-Assad,President
Tajikistan,Republic of Tajikistan,Tajik somoni,Dushanbe,Central Asia,Asia,Tadzhik,39.0,71.0,49160.0,4238.0,138790.0,134045.0,3745.36,79.8041,13.7474,10492100000.0,6.00458,26.4178,9.82102,7.828,23.182,99.5655,37.4819,1.52663,98.4734,0.0,0.0,0.0,0.0,36.2455,45.9841,38.75,9328.8,5520.88,2431.16,260.243,0.0,8.17698,69.6949,4.67,0.1,4.3,17000.0,,1.00921,26.749,4.548,3.186,21.96,72.0,-3564,4944055,5008732,9952787,26.9841,7169192,2783595,1.45,1.93,Authoritarian,17.7,Emomali Rahmon,President
Tanzania,United Republic of Tanzania,Tanzanian shilling,Dodoma,Eastern Africa,Africa,Tanzanian,-6.0,35.0,395212.0,457450.0,885800.0,880726.0,5282.87,,14.5749,75709300000.0,4.35027,84.9103,11.6951,2.762,81.922,42.7434,0.723885,0.0,33.4869,43.9079,0.0,21.938,0.667196,10.7281,14.3806,83.95,14435.5,46487.4,27293.2,1758.44,0.099507,3.7466,39.3088,0.7,0.96,4.3,28000.0,,1.06743,36.21,6.222,4.726,31.6331,66.0,-4865,33126817,32370931,65497748,36.8557,41471864,24025884,2.16,5.41,Hybrid regime,13.0,John Magufuli,President
Thailand,Kingdom of Thailand,Thai baht,Bangkok,South-Eastern Asia,Asia,Thai,15.0,100.0,230100.0,198730.0,510890.0,491892.0,19506.7,58.5592,24.4093,495341000000.0,6.07741,51.8282,14.3241,0.862,49.4768,100.0,1.10808,19.4543,2.66595,71.4368,0.0,0.570432,5.87252,41.5682,79.839,20.83,265479.0,75892.8,20931.8,28219.8,14.6506,4.35931,305.088,2.1,0.09,8.8,455000.0,41000,1.31844,8.999,7.922,1.331,85.27,79.0,1133,36890933,34806096,71697030,15.7464,33777188,37919842,1.77,4.63,Hybrid regime,35.8,Prayut Chan-o-cha,Prime Minister
The Bahamas,Commonwealth of The Bahamas,Bahamian dollar,Nassau,Caribbean,Americas,Bahamian,24.25,-76.0,140.0,5098.6,10010.0,12279.9,203.744,86.1872,25.7532,12897400000.0,5.60541,14.9199,13.9812,10.056,11.9964,100.0,,,,,,,,,0.0,1.27,2456.0,223.179,33.8196,-2144.25,4.03768,7.59363,1851.0,2.96,0.24,3.5,2000.0,,,11.445,8.986,1.389,94.2938,72.0,485,214167,195817,409984,17.9487,67680,342304,0.0,0.0,Unknown,28.9,Hubert Minnis,Prime Minister
The Gambia,Republic of The Gambia,Gambian dalasi,Banjul,Western Africa,Africa,Gambian,13.46666666,-16.56666666,6050.0,2426.7,10120.0,10197.8,338.749,,17.1601,2273060000.0,11.5131,74.3006,18.2048,4.78,72.5983,63.6974,,,,,,,,,0.0,48.74,611.4,1346.29,359.179,375.873,1.92958,2.61294,18.581,1.1,0.8,4.8,4000.0,5600,0.748651,33.257,7.543,4.684,32.9623,62.0,-1960,1359657,1346335,2705992,8.62069,978162,1727830,2.49,4.31,Hybrid regime,13.1,Adama Barrow,President
Timor-Leste,Democratic Republic of Timor-Leste,U.S. dollar,Dili,South-Eastern Asia,Asia,East Timorese,-8.83333333,125.91666666,3414.0,9211.0,14870.0,14909.7,74.4718,,41.2388,3163320000.0,0.958813,67.429,15.1034,4.864,66.5253,100.0,,,,,,,,,0.0,11.11,446.1,4794.9,273.821,204.313,1.06193,9.85141,120.87,5.9,0.1,3.7,2000.0,900,1.14158,24.944,7.233,3.149,39.4513,68.0,-1997,657338,683957,1341296,40.0,911089,430207,2.61,7.19,Flawed democracy,16.7,,
Togo,Republic of Togo,West African CFA franc,Lomé,Western Africa,Africa,Togolese,8.0,1.16666666,38200.0,12092.7,54390.0,56198.5,895.221,,13.3965,8126440000.0,7.96757,77.7351,13.5836,4.066,76.3091,55.7401,2.406,0.0,69.1358,0.0,0.0,24.6914,6.17284,19.9716,17.8006,76.62,2415.1,3039.88,1943.65,688.454,0.981712,5.96301,53.4998,0.7,0.38,8.8,10000.0,2300,1.78373,31.856,8.168,4.257,34.9841,62.0,-995,4400474,4448225,8848699,18.6813,4962262,3886437,2.63,3.1,Authoritarian,14.8,Faure Gnassingbé,President
Tonga,Kingdom of Tonga,Tongan pa'anga,Nuku'alofa,Polynesia,Oceania,Tongan,-20.0,-175.0,350.0,89.5,720.0,701.786,29.6473,49.4146,,469228000.0,10.9714,48.8095,,3.011,47.7676,100.0,,,,,,,,,0.0,2.06,118.1,92.3382,52.2687,-91.3753,11.3689,5.31754,248.04,2.6,,3.8,,,,23.045,6.97,3.237,71.5866,71.0,-948,54010,52848,106858,3.7037,82147,24711,3.08,0.0,Unknown,17.9,Pōhiva Tu'i'onetoa,Prime Minister
Trinidad and Tobago,Republic of Trinidad and Tobago,Trinidad and Tobago dollar,Port of Spain,Caribbean,Americas,Trinidadian,11.0,-61.0,540.0,2281.9,5130.0,4364.44,812.961,15.928,30.7891,27899100000.0,2.05923,23.7143,19.5188,3.982,18.497,100.0,0.0,0.0,0.0,99.767,0.0,0.23301,0.0,-102.663,99.9195,0.47,15420.0,6667.33,412.555,-13784.3,2.95534,7.31458,1030.71,3.02,,8.7,5000.0,,0.888016,11.687,9.131,1.626,79.0,73.0,2632,775955,755090,1531044,26.1905,714385,816659,3.16,7.16,Flawed democracy,31.9,Keith Rowley,Prime Minister
Tunisia,Republic of Tunisia,Tunisian dinar,Tunis,Northern Africa,Africa,Tunisian,34.0,9.0,97310.0,7027.3,155360.0,151133.0,2877.95,42.5198,33.7641,46664900000.0,8.30646,21.4462,20.1155,16.124,16.1848,99.9,0.797658,0.0,0.350681,91.4414,0.0,4.63509,2.48526,36.1959,88.8704,12.88,29293.0,6653.82,3298.03,704.035,7.95927,6.34365,221.685,2.18,0.04,3.3,48000.0,,2.82898,16.093,7.884,2.086,78.9897,74.0,-9189,6257745,6098372,12356117,26.2673,3680393,8675724,2.64,6.41,Flawed democracy,28.0,Kaïs Saïed,President
Turkey,Republic of Turkey,New Turkish lira,Ankara,Western Asia,Asia,Turkish,39.0,35.0,377620.0,222204.0,769630.0,754925.0,15460.7,42.7269,30.9718,905988000000.0,72.3088,29.3835,17.8818,10.03,24.9306,100.0,6.6543,29.0951,25.6495,37.9012,0.0,0.849559,6.30713,75.2079,86.8432,13.72,407406.0,50444.8,38132.1,13047.3,2.05455,4.61794,395.24,2.85,,2.4,512000.0,1099000,2.0639,14.678,6.398,1.889,81.41,76.0,-69729,42578812,42762429,85341241,17.354,19609710,65731531,1.48,4.37,Hybrid regime,27.3,Recep Tayyip Erdoğan,President
Turkmenistan,Turkmenistan,New Turkmen manat,Ashgabat,Central Asia,Asia,Turkmen,40.0,60.0,338380.0,41270.0,469930.0,463258.0,2004.62,,,45610600000.0,,29.2725,,5.019,26.0688,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-191.511,,0.06,63655.0,124819.0,5327.15,-6869.22,0.0,5.68487,483.74,4.03,,5.7,42000.0,4000,2.90187,21.592,6.585,2.667,21.251,69.0,-4503,3244911,3185860,6430770,25.8621,2990694,3440076,0.92,1.72,Authoritarian,22.0,Gurbanguly Berdimuhamedow,President
Tuvalu,Tuvalu,Australian dollar,Funafuti,Polynesia,Oceania,Tuvaluan,-8.0,178.0,18.0,10.0,30.0,39.0978,0.0,,,60349400.0,0.500581,,,,,99.6824,,,,,,,,,,6.68,6.6,11.5745,1.44319,9.38116,0.0,21.5392,1071.31,5.6,,,,,,23.484,10.159,3.163,71.5866,65.0,-15,5513,5799,11312,6.25,3900,7412,0.0,0.0,Unknown,21.0,Kausea Natano,Prime Minister
